184,Moe Harkless,SF,LAC,66,23,0.48(3.3/6.8),0.69(0.8/1.2),0.9,8.2,4.5,1.2,0.9,0.8,0.8,-1.82
185,Gorgui Dieng,C,MIN,76,16,0.50(3.1/6.2),0.86(1.5/1.7),0.4,8.1,5.1,1.1,0.7,0.6,0.9,-1.85
186,Moritz Wagner,PF,WAS,74,24,0.43(4.1/9.7),0.84(2.4/2.9),1.2,11.9,4.8,1.5,0.5,0.7,2.1,-1.89
187,Bruce Brown Jr,SF,DET,76,26,0.43(4.5/10.5),0.75(0.8/1.1),0.5,10.5,4,2.1,1.1,0.7,0.8,-1.9
188,George Hill,PG,MIL,64,24,0.45(3.3/7.3),0.86(1.4/1.6),1.1,9.1,2.9,2.7,1,0.1,1,-1.93
189,Rajon Rondo,PG,LAL,66,22,0.43(3.0/6.9),0.63(0.4/0.6),0.9,7.2,4,6.2,0.9,0.2,2.1,-1.99
190,Kentavious Caldwell-Pope,SG,LAL,70,22,0.44(3.7/8.6),0.90(1.6/1.8),1.7,10.8,2.7,1.2,0.8,0.2,0.7,-1.99
191,Maxi Kleber,PF,DAL,70,20,0.47(2.5/5.3),0.80(0.8/1.0),1.1,6.9,4.7,1,0.5,1.1,0.8,-2
192,Trevor Ariza,SF,SAC,66,24,0.40(3.2/7.9),0.80(1.4/1.8),1.6,9.4,4,2.7,0.9,0.2,1.1,-2.04
193,Malik Beasley,SG,DEN,70,22,0.47(4.3/9.1),0.88(0.7/0.8),2,11.3,2.4,1.2,0.7,0.1,0.7,-2.05
194,Dennis Smith Jr,PG,NYK,70,26,0.42(5.0/11.8),0.66(1.8/2.8),1.2,13.1,2.8,4.6,1.2,0.4,2.6,-2.11
195,Dion Waiters,SG,MIA,66,28,0.41(5.1/12.4),0.50(0.6/1.1),2.8,13.7,3.1,3.2,0.8,0.2,1.6,-2.17
196,Ish Smith,PG,WAS,74,28,0.43(4.9/11.3),0.73(1.1/1.5),1.1,11.9,3.4,4.7,0.6,0.3,1.4,-2.19
197,Tyler Herro,SG,MIA,70,22,0.44(3.9/8.7),0.82(1.6/1.9),1.6,10.9,3,1.7,0.7,0.3,1,-2.21
198,Jordan Clarkson,SG,CLE,76,22,0.45(5.5/12.4),0.84(1.7/2.0),1.5,14.3,2.8,2,0.6,0.2,1.4,-2.21
199,Will Barton,SF,DEN,60,28,0.40(4.6/11.4),0.77(1.4/1.8),1.7,12.3,4.9,3.1,0.4,0.5,1.5,-2.25
200,Dillon Brooks,SG,MEM,70,28,0.45(5.4/12.0),0.75(1.9/2.6),1.3,13.9,3.3,1.4,1,0.2,1.7,-2.33
